ComplexID	Name	GeneList
6747	AQP1 homotetramer	358
6748	KCNMA1-LRRC26 complex	3778, 389816
6750	AHI1-NPHP1 heterotetramer	4867, 54806
6753	SOG complex	6396, 8131, 23334, 79726, 10641, 81929, 84219, 54468
6754	KICSTOR complex	23334, 55846, 144577, 11133
6756	RasGAP-AURKB-survivin complex	332, 5921, 9212
6758	IL-10Ralpha/beta receptor-IL-10 complex	3586, 3588, 3587
6765	CCR4-NOT complex	23019, 4849, 9125, 25904, 4848, 29883, 55571, 57472
6768	TBX20-TBX18 repressor complex	9096, 57057
6769	TBX20-TLE1 repressor complex	7088, 57057
6770	TBX20-TLE3 repressor complex	7090, 57057
6771	TBX20-HDAC2 repressor complex	3066, 57057
6777	SCRIB-NOS1AP-VANGL1 complex	9722, 23513, 81839
6778	SCRIB-GIT1-ARHGEF7-PAK1 complex	5058, 8874, 23513, 28964
6779	SCRIB-GIT1-ARHGEF7-PAK1 complex	5058, 8874, 23513, 28964
6780	RAD6A-KCMF1-UBR4 complex	7319, 23352, 56888
6782	mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)	7416, 10105, 6687
6783	CLIC5A-EZR-PODXL complex	5420, 7430, 53405
6784	SCHIP1-EZR-NHERF2 complex	29970, 7430, 9351
6787	NHE3-NHERF2-ACTN4, Ca(2+) induced	81, 6550, 9351
6788	SLC9A3R1-ACTN4 complex	9368, 81
6789	EGFR-NHERF1-PTEN complex	9368, 1956, 5728
6790	NHERF1-PRKCZ complex	9368, 5590
6791	NHERF1-NPT2A-EZR complex	9368, 7430, 6569
6793	PDZK1-NHERF1-EZR complex	9368, 7430, 5174
6794	LPAR2-TRIP6-NHERF2 complex, LPA stimulated	9351, 7205, 9170
6795	LPAR2-SIVA1 complex	10572, 9170
6796	SIVA1-S1PR4 complex	10572, 8698
6797	LPAR2-SIVA1 complex	10572, 9170
6798	S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced	4233, 3691, 1901
6799	VEGFR2-S1PR1-ERK1/2-PKC-alpha complex	5578, 1901, 5595, 5594, 3791
6800	VEGFR2-S1PR2-ERK1/2-PKC-alpha complex	9294, 5578, 5595, 5594, 3791
6801	VEGFR2-S1PR3-ERK1/2-PKC-alpha complex	5578, 5595, 5594, 3791, 1903
6802	VEGFR2-S1PR5-ERK1/2-PKC-alpha complex	5578, 5595, 5594, 3791, 53637
6805	S1PR1\u2013beta-arrestin 2 complex, ApoM(+)HDL-S1P stimulated	1901, 409
6806	IGF1R-CXCR4-GNAI2-GNB1 complex	2771, 3480, 7852, 2782
6807	ADRA1A-CXCR4 complex	148, 7852
6808	ADRB1-CXCR4 complex	153, 7852
6811	RXFP1 signalosome	5566, 9495, 409, 108, 5144, 59350
6815	DRD4-KLHL12-CUL3 complex	1815, 8452, 59349
6816	ULK1-ATG13-ATG14-PIK3C3 complex	9776, 8408, 22863, 5289
6817	Ubiquitin E3 ligase (CUL1, FBXO18, RBX1, SKP1A)	9978, 6500, 8454, 84893
6819	APOL1 complex A (APOL1, APOA1, HPR, C3)	8542, 3250, 718, 335
6820	APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)	8542, 3250, 3507, 335, 2335
6821	TTR-RBP complex	5950, 7276
6822	ZAG-PIP complex	5304, 563
6823	CP\u2013LF\u2013MPO complex	1356, 4057, 4353
6824	CP-LF complex	1356, 4057
6825	CP-MPO complex	1356, 4353
6826	Calprotectin heterotetramer	6279, 6280
6827	iNOS-S100A8/A9 complex	6279, 6280, 4843
6828	FGF21-FGFR1c-KLB complex	2260, 152831, 26291
6832	FGF19-FGFR4-KLB complex, heparin induced	9965, 2264, 152831
6833	FGFR4-KLB complex	2264, 152831
6834	FGF21-FGFR1c-KLB complex	2260, 152831, 26291
6835	FGF21-FGFR4-KLB complex	2264, 152831, 26291
6836	FGFR1c-KLB complex	2260, 152831
6837	FGFR4-KLB complex	2264, 152831
6838	IGF2BP1 complex	10492, 6780, 6154, 6194, 4904, 3192, 1660, 1994, 10642
6842	EphA1 receptor signaling complex	3932, 2041, 5295, 2185
6844	NIF-1-DBC1-EMSY complex	56946, 57805, 63925
6845	NIF1-ASH2L-RBBP5-WDR5 complex	11091, 5929, 63925, 9070
6846	DBC1-SIRT1 complex	57805, 23411
6847	DBIRD complex	284695, 57805
6848	IRF2BP2-IRF2BP1-IRF2BPL complex	359948, 26145, 64207
6849	WRAD  complex (WDR5, RBBP5, ASH2L, DPY30)	11091, 5929, 84661, 9070
6850	WRA complex (WDR5, RBBP5, ASH2L)	11091, 5929, 9070
6851	MWRAD complex (MLL1, WDR5, RBBP5, ASH2L, DPY30)	11091, 4297, 5929, 84661, 9070
6852	COPRS-PRMT5-RUNX1-CBFB complex	10419, 861, 865, 55352
6853	COPRS-PRMT5 complex	10419, 55352
6854	5FMC (Friends of Methylated Chtop) complex	27043, 57418, 26168, 54881, 81887
6855	LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex	79707, 27043, 57418, 26168, 54881, 81887
6856	PeBoW complex	23481, 23246, 55759
6857	PELP1-TEX10-WDR18 complex	27043, 57418, 54881
6858	CHTOP-methylosome complex	10419, 2079, 3276, 79084, 26097
6859	HRD1 complex	11160, 3309, 7184, 682, 10956, 84447, 23197, 27248, 51009, 51439, 6400, 51465, 550
6860	E6AP-HERC2-MAPK6-NEURL4 complex	8924, 7337, 5597, 84461
6861	MMAA-MUT complex	4594, 166785
6862	Bag6-Ubl4A-Trc35 Complex	8266, 7917, 51608
6863	CBX3-EHMT2-NR3C1 complex	2908, 11335, 10919
6864	CBX3-EHMT1-NR3C1 complex	2908, 11335, 79813
6866	AMFR-ERLIN2-TMUB1 complex	11160, 83590, 267
6871	AMFR-STING-INSIG1 complex, herpes simplex virus 1 induced	3638, 340061, 267
6873	BAG6-AMFR-FAF2 complex	7917, 23197, 267
6875	CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase	9978, 8451, 1642, 51185
6881	EXT1-EXT2 complex	2131, 2132
6884	Fanconi anemia FAAP100 complex	2189, 2175, 2176, 80233, 57697, 2187, 91442, 2178, 2188, 55120
6885	L-B-P100 subcomplex	80233, 2187, 55120
6886	AUP1-OS9-SEL1L-UBC6e-UBXD8 complex	10956, 23197, 6400, 51465, 550
6888	v-ATPase-Ragulator-AXIN/LKB1-AMPK complex	8312, 10542, 526, 527, 523, 5571, 9114, 389541, 5562, 6794, 55004, 8649, 28956, 5564
6889	TSC complex	7249, 7248, 107080638
6890	Phosphatidylinositol 4-kinase complex	5297, 145567, 23708, 84668
6891	HUSH complex	51535, 54737, 23272
6893	Gamma-tubulin complex	7283, 10426, 85378, 114791, 10844, 27229
6895	MMXD complex	9391, 292, 2068, 64210, 51647
6896	MMS19 complex	9391, 64210, 64428, 51647
6897	CIA2B-CIA1-MMS19 complex	9391, 64210, 51647
6900	Ubiquitin E3 ligase (CUL1, FBXO10, SKP1)	6500, 8454, 26267
6901	Ubiquitin E3 ligase (CUL1, FBXO6, RBX1, SKP1)	9978, 6500, 8454, 26270
6902	Ubiquitin E3 ligase (CUL1, FBXO17, RBX1, SKP1)	9978, 6500, 8454, 115290
6903	Ubiquitin E3 ligase (CUL1, FBXO27, RBX1, SKP1)	9978, 6500, 8454, 126433
6904	Ubiquitin E3 ligase (CUL1, FBXO44, RBX1, SKP1)	9978, 6500, 8454, 93611
6905	PELI1-IRAK4-IRAK1-TRAF6 complex, IL-1-induced	3654, 57162, 51135, 7189
6906	FBXW7-CDX2-GSK3B complex	2932, 55294, 1045
6907	CTNNB1-FERMT2-TCF7L2 complex	1499, 10979, 6934
6908	CTNNB1-FERMT2-YBX1 complex	1499, 4904, 10979
6909	FGF1-FGFR1-ITGB3 complex	3690, 2246, 2260
6910	EED-EZH2-PHF19 complex	8726, 2146, 26147
6913	ELN-FBLN2-FBN1 complex	2006, 2200, 2199
6914	ELN-FBLN5-FBN1 complex	2006, 2200, 10516
6916	CTTN-FER-PTK2 complex	2241, 5747, 2017
6919	ILK-LIMS1-PARVA complex	3987, 3611, 55742
6920	ILK-LIMS2-PARVA complex	3611, 55679, 55742
6921	FAK\u2013p130Cas\u2013MT1 complex	4323, 9564, 5747
6925	MAPK1-PTK2-PXN complex	5594, 5829, 5747
6927	Robo4\u2013paxillin complex	5829, 54538
6928	ARHGEF7-GIT2-PAK1 complex	5058, 8874, 9815
6929	AKT1-FOXO1-WDFY2 complex	207, 2308, 115825
6930	PRKCZ-VAMP2-WDFY2 complex	6844, 5590, 115825
6931	FOXP3-TRIM28-ZFP90 complex	10155, 146198, 50943
6932	AJUBA-PRMT5-SNAI1 complex	10419, 6615, 84962
6933	PRKCZ-SQSTM-TRAF6 complex	5590, 8878, 7189
6935	MYC-TRRAP-KAT2A complex	4609, 2648, 8295
6936	KAT2A-TRRAP complex	2648, 8295
6937	ARHGEF2-MAPK1-MAPK3-PXN complex	5595, 5594, 5829, 9181
6939	Norrin receptor complex	4041, 23554, 4693, 8322
6940	LRP6-PTH-PTH1R complex	4040, 5741, 5745
6942	FZD5-LGR5-LRP6 complex	8549, 4040, 7855
6946	BARD1\u2013BRCA1\u2013RAD51 complex	672, 5888, 580
6948	Isocitrate dehydrogenase [NADP], mitochondrial	3418
6949	Isocitrate dehydrogenase [NAD], mitochondrial	3420, 3419, 3421
6951	NG2-galectin-3-alpha3beta1-integrin complex	3688, 3958, 3675, 1464
6953	ARTN-GFRA3-RET comples	2676, 5979, 9048
6954	Idas-Geminin-Cdt1 complex	345643, 51053, 81620
6956	REP-RGGT-Rab complex	5864, 1121, 5875
6957	C2ORF3-Prp43-TFIP11 complex	1665, 6936, None
6958	BOLA2-GLRX3 complex	10539, 107984053
6959	GATB-GATC-QRSL1 complex	283459, 5188, 55278
6960	BICD2-dynein-dynactin complex	1780, 1639, 23299
6961	CTNNB1-GID8 complex	1499, 54994
6963	AXIN1-GID8-GSK3B complex	8312, 2932, 54994
6968	Serine-palmitoyltransferase (SPTLC1, SPTLC2) complex	10558, 9517
6969	Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex	10558, 9517, 55304
6970	Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTb) complex	10558, 165679, 55304
6972	Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTa) complex	10558, 171546, 55304
6973	Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex	10558, 9517, 165679
6974	Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex	10558, 9517, 171546
6975	JUN-FBW7-PRR7 complex	3725, 80758, 55294
6980	IGF1-IGF1R-ITGAV-ITGB3 complex	3479, 3690, 3685, 3480
6982	ORMDL3-SPTLC1 complex	10558, 94103
6984	ProTalpha C2 complex	5757, 65108, 60, 6418
6985	ProTalpha C5 complex	5757, 5682, 8125, 5250, 708
6987	ProTalpha C7 complex	5757, 8125, 10541
6988	ProTalpha C8 complex	5757, 8125, 8766, 10541
6989	ProTalpha C9 complex	5757, 6418
6990	THSD1-FAK-talin-vinculin complex	7414, 5747, 55901, 7094
6991	ABI3-WAVE2-CYFIP1 complex	23191, 51225, 10163
6993	FGF1-ITGAV-ITGB3 complex	3690, 2246, 3685
6994	JIP1-JIP2 complex	23542, 9479
6997	ADIPOQ-GLT25D1-PLOD3 complex	8985, 9370, 79709
6998	ST3GAL6-EGFR complex	1956, 10402
6999	SEPHS1-SEPHS2-SEPSECS-SECp43 complex	22929, 22928, 51091, 54952
7000	PLOD2-FKBP10 complex	5352, 60681
7002	CAPZA3-CAPZB complex	832, 93661
7004	HTT-DISC1-PDE4B complex	3064, 5142, 27185
7005	PP2A-NR3A complex	5518, 5520, 5515, 116443
7011	FERMT3-RACK1 complex	10399, 83706
7012	ITGB1-RACK1 complex	3688, 10399
7013	ITGB2-RACK1 complex	3689, 10399
7014	GNAI1-GNGT1-GNB1 complex	2782, 2770, 2792
7015	GNAI1-GNB2-GNGT1 complex	2783, 2770, 2792
7016	GNAI1-GNB3-GNGT1 complex	2784, 2770, 2792
7017	GNAI1-GNB4-GNGT1 complex	2770, 2792, 59345
7018	GNAI1-GNB5-GNGT1 complex	10681, 2770, 2792
7019	GNAI1-GNB1-GNG2 complex	54331, 2782, 2770
7020	GNAI1-GNB2-GNG2 complex	54331, 2783, 2770
7021	GNAI1-GNB3-GNG2 complex	2784, 54331, 2770
7022	GNAI1-GNB4-GNG2 complex	54331, 2770, 59345
7023	GNAI1-GNB5-GNG2 complex	10681, 54331, 2770
7024	GNAI1-GNB1-GNG3 complex	2782, 2770, 2785
7025	GNAI1-GNB2-GNG3 complex	2783, 2770, 2785
7026	GNAI1-GNB3-GNG3 complex	2784, 2770, 2785
7027	GNAI1-GNB4-GNG3 complex	2770, 2785, 59345
7028	GNAI1-GNB5-GNG3 complex	10681, 2770, 2785
7029	IGF1-IGF1R-ITGA6-ITGB4 complex	3479, 3480, 3691, 3655
7030	DCP1A-NR3C1-PNRC2-UPF1-complex	2908, 5976, 55802, 55629
7031	GNAI1-GNB1-GNG4 complex	2786, 2782, 2770
7032	GNAI1-GNB2-GNG4 complex	2786, 2783, 2770
7033	GNAI1-GNB3-GNG4 complex	2784, 2786, 2770
7034	GNAI1-GNB4-GNG4 complex	2786, 2770, 59345
7035	GNAI1- GNB5-GNG4 complex	10681, 2786, 2770
7036	GNAI1-GNB1-GNG5 complex	2782, 2770, 2787
7037	GNAI1-GNB2-GNG5 complex	2783, 2770, 2787
7038	BVR-PKCD-ERK2 complex	5594, 644, 5580
7040	PDZK1-PLCB3-SSTR5 complex	6755, 5331, 5174
7041	PDZK1-PLCB3-SSTR1 complex	6751, 5331, 5174
7042	PDZK1-PLCB3-SSTR2 complex	6752, 5331, 5174
7043	PDZK1-PLCB3-SSTR3 complex	6753, 5331, 5174
7044	PDZK1-PLCB3-SSTR4 complex	6754, 5331, 5174
7045	IFNAR1-IFNAR2-IFNW1 complex	3467, 3454, 3455
7046	IFNAR2-IFNA2 complex	3440, 3455
7047	IFNAR1-IFNAR2-IFNA2 complex	3440, 3454, 3455
7048	TLR1-TLR2 complex	7097, 7096
7050	PIAS1-SUMO1-UBC9 complex	8554, 7341, 7329
7051	OTUB1-UBC13-MMS2 complex	7334, 7336, 55611
7057	Propionyl-CoA carboxylase	5095, 5096
7058	HEG1-KRIT1-RAP1B complex	889, 5908, 57493
7059	GNAI1-GNB3-GNG5 complex	2784, 2770, 2787
7060	GNAI1-GNB4-GNG5 complex	2770, 2787, 59345
7061	GNAI1-GNB5-GNG5 complex	10681, 2770, 2787
7062	NFAT5-WWTR1 complex	10725, 25937
7063	C9orf72-SMCR8-WDR41 complex	140775, 203228, 55255
7064	C9orf72-SMCR8 complex	140775, 203228
7065	WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex	9776, 8408, 9821, 140775, 203228, 60673, 55255
7066	GNAI1-GNB1-GNG7 complex	2788, 2782, 2770
7067	GNAI1-GNB2-GNG7 complex	2788, 2783, 2770
7068	GNAI1-GNB3-GNG7 complex	2788, 2784, 2770
7069	GNAI1-GNB4-GNG7 complex	2788, 2770, 59345
7070	GNAI1-GNB5-GNG7 complex	10681, 2788, 2770
7071	GNAI1-GNB1-GNG8 complex	2782, 2770, 94235
7072	GNAI1-GNB2-GNG8 complex	2783, 2770, 94235
7073	GNAI1-GNB3-GNG8 complex	2784, 2770, 94235
7074	GNAI1-GNB4-GNG8 complex	2770, 59345, 94235
7075	GNAI1-GNB5-GNG8 complex	10681, 2770, 94235
7076	GNAI1-GNB1-GNG10 complex	2790, 2782, 2770
7077	GNAI1-GNB2-GNG10 complex	2790, 2783, 2770
7078	GNAI1-GNB3-GNG10 complex	2784, 2790, 2770
7079	GNAI1-GNB4-GNG10 complex	2790, 2770, 59345
7080	GNAI1-GNB5-GNG10 complex	10681, 2790, 2770
7081	GNAI1-GNB1-GNG11 complex	2791, 2782, 2770
7082	GNAI1-GNB2-GNG11 complex	2791, 2783, 2770
7083	GNAI1-GNB3-GNG11 complex	2784, 2791, 2770
7084	GNAI1-GNB4-GNG11 complex	2791, 2770, 59345
7085	GNAI1-GNB5-GNG11 complex	10681, 2791, 2770
7086	GNAI1-GNB1-GNG12 complex	2782, 2770
7087	GNAI1-GNB2-GNG12 complex	2783, 2770, 55970
7088	GNAI1-GNB3-GNG12 complex	2784, 2770, 55970
7089	GNAI1-GNB4-GNG12 complex	2770, 59345, 55970
7090	GNAI1-GNB5-GNG12 complex	10681, 2770, 55970
7092	GNAI1-GNB1-GNG13 complex	2782, 2770, 51764
7093	GNAI1-GNB2-GNG13 complex	2783, 2770, 51764
7094	GNAI1-GNB3-GNG13 complex	2784, 2770, 51764
7095	GNAI1-GNB4-GNG13 complex	2770, 59345, 51764
7096	GNAI1-GNB5-GNG13 complex	10681, 2770, 51764
7097	GNAS-L-GNB1-GNG1 complex	2782, 2778, 2792
7098	ASAH1-NR5A1 complex	2516, 427
7099	ASAH1-NR5A1-SAPD complex	5660, 2516, 427
7100	DNAAF2-HEATR2-SPAG1 complex	6674, 54919, 55172
7101	AURKB-VRK1 complex	9212, 7443
7102	SOX2-VRK1 complex	6657, 7443
7103	NBS1-VRK1 complex	4683, 7443
7104	NBN\u2013RNF8-VRK1 complex	4683, 9025, 7443
7105	PRRX1-UCHL1 complex	7345, 5396
7106	PRRX2-UCHL1 complex	7345, 51450
7107	IGF2R-PLAUR-PLG complex	5340, 3482, 5329
7108	IGF2R-PLAUR complex	3482, 5329
7109	IGF2R-PLAUR-PLAU complex	5328, 3482, 5329
7110	IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex	5340, 5328, 7040, 3482, 5329
7111	NUFIP2-Roquin1 complex	149041, 57532
7112	PLAUR-PLAU complex	5328, 5329
7113	ABRAXAS2-SHMT1 complex	6470, 23172
7114	ABRAXAS2-SHMT2 complex	6472, 23172
7116	GRB7-PTK2 complex	5747, 2886
7122	TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9), mitochondrial	3313, 134266, 80273
7123	TIM23(motor) subcomplex (GRPEL1, GRPEL2), mitochondrial	134266, 80273
7124	TIM23(motor) subcomplex (GRPEL1, HSPA9), mitochondrial	3313, 80273
7125	TIM23(motor) subcomplex (GRPEL2, HSPA9), mitochondrial	3313, 134266
7126	TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9, TIMM44), mitochondrial	10469, 3313, 134266, 80273
7127	GSKIP-GSK3B-PRKAR2A complex	5576, 2932, 51527
7129	GSKIP-PRKAR2B complex	5577, 51527
7130	PRKAR2A-GSKIP-GSK3B-DNM1L complex	10059, 5576, 2932, 51527
7131	COMMD1-CCDC22-CCDC93-C16orf62 complex	28952, 54520, 57020, 150684
7132	CCDC22-CCDC93-C16orf62 complex	28952, 54520, 57020
7133	CCDC93-COMMD1-COMMD6 complex	54520, 170622, 150684
7134	COMMD1-CCDC93-C16orf62 complex	54520, 57020, 150684
7135	CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex	100287171, 28952, 54520, 57020, 253725
7136	VCP-SELK-DERL1 complex	7415, 79139, 58515
7139	SEC23-SEC24 adaptor complex	10427, 10484
7140	SEC23-SEC24-SCAP-SREBP1c complex	10427, 6720, 22937, 10484
7141	Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)	10427, 10484, 10113, 51128, 11196
7143	GNAS-L-GNB2-GNG1 complex	2783, 2778, 2792
7144	GNAS-L-GNB3-GNG1 complex	2784, 2778, 2792
7145	GNAS-L-GNB4-GNG1 complex	2778, 2792, 59345
7146	GNAS-L-GNB1-GNG1 complex	10681, 2778, 2792
7148	GNAS-L-GNB2-GNG2 complex	54331, 2783, 2778
7149	GNAS-L-GNB3-GNG2 complex	2784, 54331, 2778
7150	GNAS-L-GNB4-GNG2 complex	54331, 2778, 59345
7151	GNAS-L-GNB4-GNG2 complex	10681, 54331, 2778
7152	GNAS-L-GNB1-GNG3 complex	2782, 2778, 2785
7153	GNAS-L-GNB2-GNG3 complex	2783, 2778, 2785
7154	GNAS-L-GNB1-GNG3 complex	2784, 2778, 2785
7155	GNAS-L-GNB4-GNG3 complex	2778, 2785, 59345
7156	GNAS-L-GNB5-GNG3 complex	10681, 2778, 2785
7157	TSC1-TSC2 complex	7249, 7248
7158	TSC2-DVL complex	1855, 7249
7159	TSC2-GSK3-AXIN-DVL complex	1855, 8312, 7249, 2932
7160	GNAS-L-GNB1-GNG4 complex	2786, 2782, 2778
7161	GNAS-L-GNB2-GNG4 complex	2786, 2783, 2778
7162	GNAS-L-GNB3-GNG4 complex	2784, 2786, 2778
7163	GNAS-L-GNB4-GNG4 complex	2786, 2778, 59345
7164	GNAS-L-GNB5-GNG4 complex	10681, 2786, 2778
7165	GNAS-L-GNB1-GNG5 complex	2782, 2778, 2787
7166	GNAS-L-GNB2-GNG5 complex	2783, 2778, 2787
7167	GNAS-L-GNB3-GNG5 complex	2784, 2778, 2787
7168	GNAS-L-GNB4-GNG5 complex	2778, 2787, 59345
7169	GNAS-L-GNB5-GNG5 complex	10681, 2778, 2787
7170	GNAS-L-GNB1-GNG7 complex	2788, 2782, 2778
7171	GNAS-L-GNB2-GNG7 complex	2788, 2783, 2778
7172	GNAS-L-GNB3-GNG7 complex	2788, 2784, 2778
7173	GNAS-L-GNB4-GNG7 complex	2788, 2778, 59345
7174	GNAS-L-GNB5-GNG7 complex	10681, 2788, 2778
7175	GNAS-L-GNB1-GNG8 complex	2782, 2778, 94235
7176	GNAS-L-GNB2-GNG8 complex	2783, 2778, 94235
7177	GNAS-L-GNB3-GNG8 complex	2784, 2778, 94235
7178	GNAS-L-GNB4-GNG8 complex	2778, 59345, 94235
7179	GNAS-L-GNB5-GNG8 complex	10681, 2778, 94235
7180	p53-MDM2 complex	7157, 4193
7181	p53beta-MDM2 complex	7157, 4193
7182	p53gamma-MDM2 complex	7157, 4193
7185	CCNB1-CCNF complex	891, 899
7186	Glutamate-cysteine ligase	2729, 2730
7187	GNAS-L-GNB1-GNG10 complex	2790, 2782, 2778
7188	GNAS-L-GNB2-GNG10 complex	2790, 2783, 2778
7189	GNAS-L-GNB3-GNG10 complex	2784, 2790, 2778
7190	3-Methylcrotonyl-CoA carboxylase	56922, 64087
7191	Methionine adenosyltransferase alpha2 beta-v1	4144, 27430
7192	CCR4-NOT complex, CNOT7-CNOT6-specific	23019, 4849, 9125, 85456, 25904, 4848, 29883, 55571, 57472
7193	GNAS-L-GNB4-GNG10 complex	2790, 2778, 59345
7194	GNAS-L-GNB5-GNG10 complex	10681, 2790, 2778
7195	GNAS-L-GNB1-GNG11 complex	2791, 2782, 2778
7196	Methionine adenosyltransferase alpha2 beta-v2	4144, 27430
7197	Methionine adenosyltransferase alpha1 beta-v1	4143, 27430
7199	GNAS-L-GNB2-GNG11 complex	2791, 2783, 2778
7201	GNAS-L-GNB3-GNG11 complex	2784, 2791, 2778
7202	GNAS-L-GNB4-GNG11 complex	2791, 2778, 59345
7203	GNAS-L-GNB5-GNG11 complex	10681, 2791, 2778
7204	GNAS-L-GNB1-GNG12 complex	2782, 2778, 55970
7205	GNAS-L-GNB2-GNG12 complex	2783, 2778, 55970
7206	GNAS-L-GNB3-GNG12 complex	2784, 2778, 55970
7207	GNAS-L-GNB4-GNG12 complex	2778, 59345, 55970
7208	GNAS-L-GNB5-GNG12 complex	10681, 2778, 55970
7209	GNAS-L-GNB1-GNG13 complex	2782, 2778, 51764
7210	GNAS-L-GNB2-GNG13 complex	2783, 2778, 51764
7211	GNAS-L-GNB3-GNG13 complex	2784, 2778, 51764
7212	GNAS-L-GNB4-GNG13 complex	2778, 59345, 51764
7213	GNAS-L-GNB5-GNG13 complex	10681, 2778, 51764
7214	CCR4-NOT complex, CNOT7-CNOT6L-specific	23019, 4849, 9125, 246175, 85456, 25904, 4848, 29883, 55571
7215	CCR4-NOT complex, CNOT8-CNOT6-specific	23019, 4849, 9125, 85456, 25904, 4848, 9337, 55571, 57472
7216	CCR4-NOT complex, CNOT8-CNOT6L-specific	23019, 4849, 9125, 246175, 85456, 25904, 4848, 9337, 55571
7218	DTNBP1(splice variant 1B)-PRKDC-XRCC5-XRCC6 complex	2547, 7520, 5591, 84062
7219	DHHC6-SELK complex	64429, 58515
7220	MSL complex	339287, 10943, 84148, 55167
7221	NSL complex	8473, 3054, 11091, 284058, 10445, 51230, 84148, 54934, 55683
7222	MMS19-XPD complex	2068, 64210
7223	MMS19-FAM96B complex	64210, 51647
7224	HCF1-THAP11 complex	3054, 57215
7225	CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	9219, 1108, 7291, 5931, 3066
7233	DLC1-DLGAP1-MYO5A complex	9229, 10395, 4644
7234	DLGAP1-DLG4-DYNLL2 complex	9229, 1742, 140735
7235	DISC1-DRD2 complex	1813, 27185
7236	ATXN1-CIC complex	6310, 23152
7239	CHRNA7-NMDAR1 complex	1139, 2902
7240	CHRNA7-GRIN2A complex	1139, 2903
7241	SNCA-TUBB3 complex	6622, 10381
7242	RPGRIP1-SPATA7 complex	57096, 55812
7243	AURKA-HRAS-RAF1 complex	6790, 3265, 5894
7246	P53alpha-P53beta complex	7157, 7157
7247	P53alpha-P53gamma complex	7157, 7157
7248	ABCB1-ANXA2-RACK1-SRC complex	302, 5243, 6714, 10399
7249	ERS1-MDM2 complex	2099, 4193
7250	ESR1-MDM4 complex	4194, 2099
7251	IGBP1-MID1-PPP2CA complex	4281, 5515, 3476
7252	ING5 (BRPF2, MOZ, MORF) complex	23774, 23522, 84289, 7994, 64769
7253	ING5 (BRPF3, MOZ, MORF) complex	23522, 84289, 7994, 64769, 27154
7254	ING5 complex (ING5, JADE2, KAT7, MEAF6)	11143, 84289, 64769, 23338
7255	ING5 complex (ING5, JADE3, KAT7, MEAF6)	11143, 84289, 9767, 64769
7256	ABCB1-PPP2R3C-TFPI2 complex	5243, 7980, 55012
7259	HCFC1-THAP11-ZNF143 complex	3054, 7702, 57215
7262	3-Hydroxyacyl CoA dehydrogenase	3030, 3032
7263	ABCG5-ABCG8 sterol transporter	64241, 64240
7265	MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex	481, 361, 3766, None, 59341, 54212
7266	AKT1-NQO2 complex	4835, 207
7267	KAT2A-Oxoglutarate dehydrogenase complex	1738, 1743, 4967, 2648
7268	HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex	481, 361, 3766, 220296, None, 59341
7269	p532-Clathrin-HSP70 complex	3303, 1213, 8925
7271	ARNTL-NPAS2 complex	406, 4862
7272	Core clock complex	406, 9575
7273	ARNTL-HIF1A complex	406, 3091
7274	ARNTL-EPAS1 complex	406, 2034
7275	BCL2-CISD2 complex	596, 493856
7277	Carboxypeptidase N	1369, 1370
7278	CTNNB1-GSK3B-PHF19 complex	1499, 2932, 26147
7279	CTNNB1-BTRC-PHF19 (short isoform) complex	1499, 26147, 8945
7281	BIN1-EHBP1-RAB8A complex	274, 4218, 23301
7282	FEN1-WRN complex	2237, 7486
7283	ETS1-PRX1 complex	2113, 5396
7284	GSK3B-HSP90AA1-PKM2 complex	3320, 5315, 2932
7285	HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex	10614, 2547, 7520, 6421, 9782, 5591, 4841, 55269, 100526737
7286	AIP4-DTX3L complex	151636, 83737
7287	SIMPLE-HRS-STAM1 complex	9146, 8027, 9516
7288	ANGPTL4-LRP6-SDC1 complex	4040, 6382, 51129
7289	ANGPTL4-LRP6-SDC2 complex	4040, 6383, 51129
7290	ANGPTL4-LRP6-SDC4 complex	4040, 6385, 51129
7291	EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex	8892, 8893, 8891, 8890
